id,tournament_id,type,name,season_id,season_name,league_id,league_name,league_hash_image,competitors
81510,11398,away,Premier League,17239,Premier League 2018,2875,Premier League Darts,96cd11affc7dda52b6348b0d54d158a67cee178c7fae03e76b935147f33217c5,"[{'wins': 0, 'points': 2, 'matches': 5, 'team_id': 2349, 'position': 0, 'team_name': 'Price G.', 'scores_for': 18, 'scores_against': 33, 'team_hash_image': '07971bdf5d7de2414e532a0ae232a176b9971c7f8ffdd8c4ad0f38d097ca6643'}, {'wins': 1, 'points': 5, 'matches': 7, 'team_id': 47438, 'position': 0, 'team_name': 'Gurney D.', 'scores_for': 35, 'scores_against': 42, 'team_hash_image': '18d642241d01cd1496eac2989362a2d35019d003b1c203bdf96ae377a2384630'}, {'wins': 2, 'points': 4, 'matches': 4, 'team_id': 2054, 'position': 0, 'team_name': 'Suljović M.', 'scores_for': 22, 'scores_against': 18, 'team_hash_image': 'b293777bbce0e129d220c590f7fb9caf0e9dfa8275a14b25882c6718e6c47d5b'}, {'wins': 2, 'points': 4, 'matches': 8, 'team_id': 47444, 'position': 0, 'team_name': 'Whitlock S.', 'scores_for': 33, 'scores_against': 48, 'team_hash_image': 'd68176627238c4720658fe2f1ab39dacb96e8af510ecda85a964c6044c3ed6dd'}, {'wins': 2, 'points': 7, 'matches': 7, 'team_id': 2154, 'position': 0, 'team_name': 'Wright P.', 'scores_for': 35, 'scores_against': 39, 'team_hash_image': '28c5a4d61a6acbc8a019a1bb872846e9ea9d43af89ad3fed96264e53710ddbe0'}, {'wins': 4, 'points': 10, 'matches': 8, 'team_id': 1997, 'position': 0, 'team_name': 'Cross R.', 'scores_for': 47, 'scores_against': 42, 'team_hash_image': '0ee0e38aa04003eee9fcb0ca14eab6218403833a52051e6da44f17788fddc0d9'}, {'wins': 4, 'points': 10, 'matches': 8, 'team_id': 47455, 'position': 0, 'team_name': 'van Barneveld R.', 'scores_for': 47, 'scores_against': 40, 'team_hash_image': '7f746061efeeedab7ae4ca7c934d0a28bafe5fb02cc111789eae6e51670f07c8'}, {'wins': 5, 'points': 11, 'matches': 8, 'team_id': 2093, 'position': 0, 'team_name': 'Smith M.', 'scores_for': 48, 'scores_against': 29, 'team_hash_image': '7f48531f7f5c9a025bfe2de4398e28a3774de16710fd5be3097641a9bc74d229'}, {'wins': 6, 'points': 14, 'matches': 9, 'team_id': 2032, 'position': 0, 'team_name': 'Anderson G.', 'scores_for': 59, 'scores_against': 40, 'team_hash_image': 'e7695263ce57dff52ab29a0e2cde35f9fd18723ec604026a8c67afc81ab6d4d4'}, {'wins': 7, 'points': 15, 'matches': 9, 'team_id': 1810, 'position': 0, 'team_name': 'Van Gerwen M.', 'scores_for': 60, 'scores_against': 29, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}]"
81511,11398,total,Premier League,17836,Premier League 2017,2875,Premier League Darts,96cd11affc7dda52b6348b0d54d158a67cee178c7fae03e76b935147f33217c5,"[{'wins': 0, 'points': 3, 'matches': 8, 'team_id': 47477, 'position': 10, 'team_name': 'Huybrechts K.', 'scores_for': 37, 'scores_against': 53, 'team_hash_image': '78bda0376d83972744df3a8029007dd9f5b556536f46cb39eef59ac2a57cad2d'}, {'wins': 1, 'points': 3, 'matches': 9, 'team_id': 47489, 'position': 9, 'team_name': 'Klaasen J.', 'scores_for': 42, 'scores_against': 58, 'team_hash_image': '3e5314979d2efbaef6fa7319d56b227f85dafc27ea7c56096ccb2a4755a28f90'}, {'wins': 5, 'points': 13, 'matches': 16, 'team_id': 47448, 'position': 7, 'team_name': 'Wade J.', 'scores_for': 82, 'scores_against': 95, 'team_hash_image': '8405cdc2cc83067a1165e3cb65baed4e3b543f5dca9fd88d85a2b188b031b3d5'}, {'wins': 6, 'points': 13, 'matches': 16, 'team_id': 47470, 'position': 8, 'team_name': 'Lewis A.', 'scores_for': 76, 'scores_against': 90, 'team_hash_image': '40764b0d8431f697fe9bebf5168ca2f98a3587d2448156eb633df20ba65d14b5'}, {'wins': 6, 'points': 14, 'matches': 16, 'team_id': 47455, 'position': 6, 'team_name': 'van Barneveld R.', 'scores_for': 79, 'scores_against': 89, 'team_hash_image': '7f746061efeeedab7ae4ca7c934d0a28bafe5fb02cc111789eae6e51670f07c8'}, {'wins': 6, 'points': 16, 'matches': 16, 'team_id': 1830, 'position': 5, 'team_name': 'Chisnall D.', 'scores_for': 82, 'scores_against': 87, 'team_hash_image': '38405eac2acf114948b84597cacb98687148240b3c91b3336ab9a1e774c32cd7'}, {'wins': 7, 'points': 18, 'matches': 16, 'team_id': 2032, 'position': 4, 'team_name': 'Anderson G.', 'scores_for': 91, 'scores_against': 79, 'team_hash_image': 'e7695263ce57dff52ab29a0e2cde35f9fd18723ec604026a8c67afc81ab6d4d4'}, {'wins': 8, 'points': 19, 'matches': 16, 'team_id': 2042, 'position': 3, 'team_name': 'Taylor P.', 'scores_for': 92, 'scores_against': 85, 'team_hash_image': '6351592b5508122def76d094440f181d274cf708e67b171969cc85ff2ac49f9d'}, {'wins': 9, 'points': 21, 'matches': 15, 'team_id': 2154, 'position': 2, 'team_name': 'Wright P.', 'scores_for': 91, 'scores_against': 68, 'team_hash_image': '28c5a4d61a6acbc8a019a1bb872846e9ea9d43af89ad3fed96264e53710ddbe0'}, {'wins': 10, 'points': 24, 'matches': 16, 'team_id': 1810, 'position': 1, 'team_name': 'Van Gerwen M.', 'scores_for': 102, 'scores_against': 70, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}]"
81512,11422,total,"Grand Slam of Darts 2016, Group A",17756,Grand Slam of Darts 2016,3295,Grand Slam of Darts,fa83813e76b193d7b48aeb9f88d41a81d428f12497c799ab14f2b8dda43de641,"[{'wins': 0, 'losses': 3, 'points': 0, 'matches': 3, 'team_id': 47529, 'position': 4, 'team_name': 'Adams M.', 'scores_for': 8, 'scores_against': 15, 'team_hash_image': 'd6a1018c13fd2eea03a7e040cdb15495e0aea24656b59ae62ab9a6d21dcdd5e4'}, {'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 47508, 'position': 3, 'team_name': 'Hopp M.', 'scores_for': 10, 'scores_against': 13, 'team_hash_image': '3ce9c03cd52e4cc7dac807fd42316af827e72bfcded974dc192597397b210aca'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 47490, 'position': 2, 'team_name': 'Dolan B.', 'scores_for': 11, 'scores_against': 12, 'team_hash_image': '557f1bd751f733bbe384c468d933e79c59fe939d138e9b6fe8c621db7d8daba9'}, {'wins': 3, 'losses': 0, 'points': 6, 'matches': 3, 'team_id': 1810, 'position': 1, 'team_name': 'Van Gerwen M.', 'scores_for': 15, 'scores_against': 4, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}]"
81513,11423,total,Group F,15882,Grand Slam of Darts 2019,3295,Grand Slam of Darts,fa83813e76b193d7b48aeb9f88d41a81d428f12497c799ab14f2b8dda43de641,"[{'wins': 0, 'losses': 3, 'points': 0, 'matches': 3, 'team_id': 1824, 'position': 4, 'team_name': 'Warren W.', 'scores_for': 4, 'scores_against': 15, 'team_hash_image': 'a5753f7377992873c3442bd5c411d41bfb341455039a3c99588ccd752190f515'}, {'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 47469, 'position': 3, 'team_name': 'Noppert D.', 'scores_for': 11, 'scores_against': 11, 'team_hash_image': 'bc39dabc32fd2bd73cea6742e35ea0a680a98ea5aba3ba6aabe4df48a9ece92e'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 47488, 'position': 2, 'team_name': 'Harrington R.', 'scores_for': 12, 'scores_against': 10, 'team_hash_image': '04552d6875f9b7b196e3db9a1242b19199cfb73d233b9c06441aee0f2d65afc9'}, {'wins': 3, 'losses': 0, 'points': 6, 'matches': 3, 'team_id': 2154, 'position': 1, 'team_name': 'Wright P.', 'scores_for': 15, 'scores_against': 6, 'team_hash_image': '28c5a4d61a6acbc8a019a1bb872846e9ea9d43af89ad3fed96264e53710ddbe0'}]"
81514,11398,total,Premier League,18866,Premier League 2015,2875,Premier League Darts,96cd11affc7dda52b6348b0d54d158a67cee178c7fae03e76b935147f33217c5,"[{'wins': 1, 'points': 4, 'matches': 9, 'team_id': 47477, 'position': 10, 'team_name': 'Huybrechts K.', 'scores_for': 42, 'scores_against': 59, 'team_hash_image': '78bda0376d83972744df3a8029007dd9f5b556536f46cb39eef59ac2a57cad2d'}, {'wins': 1, 'points': 6, 'matches': 9, 'team_id': 2154, 'position': 9, 'team_name': 'Wright P.', 'scores_for': 40, 'scores_against': 57, 'team_hash_image': '28c5a4d61a6acbc8a019a1bb872846e9ea9d43af89ad3fed96264e53710ddbe0'}, {'wins': 3, 'points': 11, 'matches': 16, 'team_id': 47494, 'position': 8, 'team_name': 'Bunting S.', 'scores_for': 75, 'scores_against': 93, 'team_hash_image': '0bdcb2f74425a1e70b028e51b96a476924a54a740eee9ed549b42333aaf9cd67'}, {'wins': 3, 'points': 12, 'matches': 16, 'team_id': 47448, 'position': 7, 'team_name': 'Wade J.', 'scores_for': 76, 'scores_against': 93, 'team_hash_image': '8405cdc2cc83067a1165e3cb65baed4e3b543f5dca9fd88d85a2b188b031b3d5'}, {'wins': 5, 'points': 14, 'matches': 16, 'team_id': 47470, 'position': 6, 'team_name': 'Lewis A.', 'scores_for': 76, 'scores_against': 89, 'team_hash_image': '40764b0d8431f697fe9bebf5168ca2f98a3587d2448156eb633df20ba65d14b5'}, {'wins': 6, 'points': 15, 'matches': 16, 'team_id': 2042, 'position': 5, 'team_name': 'Taylor P.', 'scores_for': 87, 'scores_against': 83, 'team_hash_image': '6351592b5508122def76d094440f181d274cf708e67b171969cc85ff2ac49f9d'}, {'wins': 8, 'points': 19, 'matches': 16, 'team_id': 47455, 'position': 4, 'team_name': 'van Barneveld R.', 'scores_for': 90, 'scores_against': 82, 'team_hash_image': '7f746061efeeedab7ae4ca7c934d0a28bafe5fb02cc111789eae6e51670f07c8'}, {'wins': 9, 'points': 20, 'matches': 16, 'team_id': 2032, 'position': 3, 'team_name': 'Anderson G.', 'scores_for': 90, 'scores_against': 80, 'team_hash_image': 'e7695263ce57dff52ab29a0e2cde35f9fd18723ec604026a8c67afc81ab6d4d4'}, {'wins': 10, 'points': 22, 'matches': 16, 'team_id': 1830, 'position': 2, 'team_name': 'Chisnall D.', 'scores_for': 97, 'scores_against': 67, 'team_hash_image': '38405eac2acf114948b84597cacb98687148240b3c91b3336ab9a1e774c32cd7'}, {'wins': 10, 'points': 23, 'matches': 16, 'team_id': 1810, 'position': 1, 'team_name': 'Van Gerwen M.', 'scores_for': 101, 'scores_against': 71, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}]"
81515,11425,total,Group D,15119,Grand Slam of Darts 2020,3295,Grand Slam of Darts,fa83813e76b193d7b48aeb9f88d41a81d428f12497c799ab14f2b8dda43de641,"[{'wins': 0, 'losses': 3, 'points': 0, 'matches': 3, 'team_id': 47492, 'position': 4, 'team_name': 'Pipe J.', 'scores_for': 7, 'scores_against': 15, 'team_hash_image': 'a8d81d878b714ef6ed8e911576d104b9e8d3d0cb930aee7b2a256f5041fa12d6'}, {'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 2324, 'position': 3, 'team_name': 'Humphries L.', 'scores_for': 11, 'scores_against': 14, 'team_hash_image': '95f2b782d8a55d2a23da4c9b981242f84eb2c12d862e0fb04757ca85c4c36424'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 1997, 'position': 2, 'team_name': 'Cross R.', 'scores_for': 12, 'scores_against': 8, 'team_hash_image': '0ee0e38aa04003eee9fcb0ca14eab6218403833a52051e6da44f17788fddc0d9'}, {'wins': 3, 'losses': 0, 'points': 6, 'matches': 3, 'team_id': 1830, 'position': 1, 'team_name': 'Chisnall D.', 'scores_for': 15, 'scores_against': 8, 'team_hash_image': '38405eac2acf114948b84597cacb98687148240b3c91b3336ab9a1e774c32cd7'}]"
81516,11398,total,Premier League,19322,Premier League 2014,2875,Premier League Darts,96cd11affc7dda52b6348b0d54d158a67cee178c7fae03e76b935147f33217c5,"[{'wins': 1, 'points': 5, 'matches': 9, 'team_id': 47444, 'position': 10, 'team_name': 'Whitlock S.', 'scores_for': 38, 'scores_against': 58, 'team_hash_image': 'd68176627238c4720658fe2f1ab39dacb96e8af510ecda85a964c6044c3ed6dd'}, {'wins': 2, 'points': 6, 'matches': 9, 'team_id': 47498, 'position': 9, 'team_name': 'Newton W.', 'scores_for': 39, 'scores_against': 54, 'team_hash_image': 'a1e8e70fe9c71830c8d0d4523b44503503a50825f3d0540412639662a180a90e'}, {'wins': 2, 'points': 9, 'matches': 16, 'team_id': 2618, 'position': 8, 'team_name': 'Thornton R.', 'scores_for': 84, 'scores_against': 100, 'team_hash_image': '03ca19b3eff8187e5b222bff4e0ae77751cb8bbaa0142dbe90b283a610cd6a6a'}, {'wins': 3, 'points': 10, 'matches': 16, 'team_id': 1830, 'position': 7, 'team_name': 'Chisnall D.', 'scores_for': 83, 'scores_against': 101, 'team_hash_image': '38405eac2acf114948b84597cacb98687148240b3c91b3336ab9a1e774c32cd7'}, {'wins': 5, 'points': 15, 'matches': 16, 'team_id': 47470, 'position': 6, 'team_name': 'Lewis A.', 'scores_for': 83, 'scores_against': 90, 'team_hash_image': '40764b0d8431f697fe9bebf5168ca2f98a3587d2448156eb633df20ba65d14b5'}, {'wins': 6, 'points': 17, 'matches': 16, 'team_id': 2154, 'position': 5, 'team_name': 'Wright P.', 'scores_for': 95, 'scores_against': 86, 'team_hash_image': '28c5a4d61a6acbc8a019a1bb872846e9ea9d43af89ad3fed96264e53710ddbe0'}, {'wins': 7, 'points': 20, 'matches': 16, 'team_id': 47455, 'position': 2, 'team_name': 'van Barneveld R.', 'scores_for': 98, 'scores_against': 82, 'team_hash_image': '7f746061efeeedab7ae4ca7c934d0a28bafe5fb02cc111789eae6e51670f07c8'}, {'wins': 8, 'points': 20, 'matches': 16, 'team_id': 2042, 'position': 3, 'team_name': 'Taylor P.', 'scores_for': 92, 'scores_against': 80, 'team_hash_image': '6351592b5508122def76d094440f181d274cf708e67b171969cc85ff2ac49f9d'}, {'wins': 9, 'points': 20, 'matches': 16, 'team_id': 2032, 'position': 4, 'team_name': 'Anderson G.', 'scores_for': 94, 'scores_against': 82, 'team_hash_image': 'e7695263ce57dff52ab29a0e2cde35f9fd18723ec604026a8c67afc81ab6d4d4'}, {'wins': 11, 'points': 24, 'matches': 16, 'team_id': 1810, 'position': 1, 'team_name': 'Van Gerwen M.', 'scores_for': 102, 'scores_against': 75, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}]"
81517,11428,total,Group A,19136,Grand Slam of Darts 2013,3295,Grand Slam of Darts,fa83813e76b193d7b48aeb9f88d41a81d428f12497c799ab14f2b8dda43de641,"[{'wins': 0, 'losses': 3, 'points': 0, 'matches': 3, 'team_id': 47524, 'position': 4, 'team_name': 'Painter K.', 'scores_for': 6, 'scores_against': 15, 'team_hash_image': '00bf10310fa0720bb74a6dd19f717f31f98ad0ee82f6e0e5fda291fe9040f278'}, {'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 47520, 'position': 3, 'team_name': 'Kellett S.', 'scores_for': 7, 'scores_against': 14, 'team_hash_image': '94f682b35adea691a94322e567f22d6b759bd2002a3473d6b2f1983edcd4a5b6'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 47502, 'position': 2, 'team_name': 'Nicholson P.', 'scores_for': 11, 'scores_against': 9, 'team_hash_image': '51b201efd36b9d73f432e1ec312e8b1f071e6ba1317c38d4e528491de57293c9'}, {'wins': 3, 'losses': 0, 'points': 6, 'matches': 3, 'team_id': 2042, 'position': 1, 'team_name': 'Taylor P.', 'scores_for': 15, 'scores_against': 1, 'team_hash_image': '6351592b5508122def76d094440f181d274cf708e67b171969cc85ff2ac49f9d'}]"
81518,11429,total,"World Cup of Darts 2023, Group C",12150,World Cup of Darts 2023,4027,World Cup of Darts,8653388a7b545fbcfba78767bb2be010e3120a39f2fbfeeb500a533e87358bfe,"[{'wins': 0, 'draws': 0, 'losses': 2, 'points': 0, 'matches': 2, 'team_id': 47542, 'position': 3, 'team_name': 'Madhoo N / Fitzgerald S', 'team_hash_image': '11c3dff0d012cbc8bfbbebdae102b4af59c562977d15e3e4f25aec69cba12772'}, {'wins': 1, 'draws': 0, 'losses': 1, 'points': 2, 'matches': 2, 'team_id': 47523, 'position': 2, 'team_name': 'Galliano C / Hewitt J', 'team_hash_image': 'f7566055b7a1665f5dea01ee221275e72aaa2dd76dfd4f903a4ece3f663d8797'}, {'wins': 2, 'draws': 0, 'losses': 0, 'points': 4, 'matches': 2, 'team_id': 47504, 'position': 1, 'team_name': 'Whitlock S / Heta D', 'team_hash_image': '88a0cec9e7587ed790082a8345091523b9796382c61c96e168839d95e43b1b45'}]"
81519,11431,total,Group A,19871,Grand Slam of Darts 2011,3295,Grand Slam of Darts,fa83813e76b193d7b48aeb9f88d41a81d428f12497c799ab14f2b8dda43de641,"[{'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 47507, 'position': 3, 'team_name': 'Waites S.', 'scores_for': 12, 'scores_against': 12, 'team_hash_image': 'c975d16ff19537bbdc6417923fbd8176b372bf1f8772bb78663ad93fb7e53086'}, {'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 47527, 'position': 4, 'team_name': ""O'Shea T."", 'scores_for': 9, 'scores_against': 14, 'team_hash_image': '224b5d0e970b52686704485542a175957a0cbab18240f042eae51a777fa51628'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 1810, 'position': 1, 'team_name': 'Van Gerwen M.', 'scores_for': 13, 'scores_against': 10, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 47505, 'position': 2, 'team_name': 'Walsh M.', 'scores_for': 12, 'scores_against': 10, 'team_hash_image': '235a96ccbeecf34820f6b44b7dbcf7e821cda963835c6e06fc1aa5169d26dd51'}]"
81520,11432,total,Group A,19543,Grand Slam of Darts 2012,3295,Grand Slam of Darts,fa83813e76b193d7b48aeb9f88d41a81d428f12497c799ab14f2b8dda43de641,"[{'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 47511, 'position': 3, 'team_name': 'Webster M.', 'scores_for': 9, 'scores_against': 13, 'team_hash_image': 'bf34cf4424014c3616f284a0d386da58a291550e7f91d21fa774280f4a857dfd'}, {'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 47535, 'position': 4, 'team_name': 'Stompe C.', 'scores_for': 7, 'scores_against': 12, 'team_hash_image': '7dae0d98ef22dc26b0b5a3efc1f6822c620d7bc5bc9b338de4ac908457b0ce53'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 2042, 'position': 2, 'team_name': 'Taylor P.', 'scores_for': 12, 'scores_against': 8, 'team_hash_image': '6351592b5508122def76d094440f181d274cf708e67b171969cc85ff2ac49f9d'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 47507, 'position': 1, 'team_name': 'Waites S.', 'scores_for': 13, 'scores_against': 8, 'team_hash_image': 'c975d16ff19537bbdc6417923fbd8176b372bf1f8772bb78663ad93fb7e53086'}]"
81521,11398,total,Premier League,19718,Premier League 2013,2875,Premier League Darts,96cd11affc7dda52b6348b0d54d158a67cee178c7fae03e76b935147f33217c5,"[{'wins': 2, 'points': 5, 'matches': 9, 'team_id': 2032, 'position': 10, 'team_name': 'Anderson G.', 'scores_for': 40, 'scores_against': 58, 'team_hash_image': 'e7695263ce57dff52ab29a0e2cde35f9fd18723ec604026a8c67afc81ab6d4d4'}, {'wins': 2, 'points': 5, 'matches': 9, 'team_id': 47498, 'position': 9, 'team_name': 'Newton W.', 'scores_for': 42, 'scores_against': 56, 'team_hash_image': 'a1e8e70fe9c71830c8d0d4523b44503503a50825f3d0540412639662a180a90e'}, {'wins': 4, 'points': 10, 'matches': 16, 'team_id': 47470, 'position': 8, 'team_name': 'Lewis A.', 'scores_for': 73, 'scores_against': 100, 'team_hash_image': '40764b0d8431f697fe9bebf5168ca2f98a3587d2448156eb633df20ba65d14b5'}, {'wins': 6, 'points': 12, 'matches': 16, 'team_id': 47506, 'position': 7, 'team_name': 'Hamilton A.', 'scores_for': 82, 'scores_against': 93, 'team_hash_image': '04b5b0bad14b84fb3bcbc674bda358360555d93e0f64e0b2164f2ec3593b1545'}, {'wins': 6, 'points': 15, 'matches': 16, 'team_id': 2618, 'position': 5, 'team_name': 'Thornton R.', 'scores_for': 81, 'scores_against': 88, 'team_hash_image': '03ca19b3eff8187e5b222bff4e0ae77751cb8bbaa0142dbe90b283a610cd6a6a'}, {'wins': 7, 'points': 15, 'matches': 16, 'team_id': 47444, 'position': 6, 'team_name': 'Whitlock S.', 'scores_for': 81, 'scores_against': 90, 'team_hash_image': 'd68176627238c4720658fe2f1ab39dacb96e8af510ecda85a964c6044c3ed6dd'}, {'wins': 7, 'points': 17, 'matches': 16, 'team_id': 47448, 'position': 4, 'team_name': 'Wade J.', 'scores_for': 88, 'scores_against': 82, 'team_hash_image': '8405cdc2cc83067a1165e3cb65baed4e3b543f5dca9fd88d85a2b188b031b3d5'}, {'wins': 8, 'points': 20, 'matches': 16, 'team_id': 2042, 'position': 3, 'team_name': 'Taylor P.', 'scores_for': 95, 'scores_against': 73, 'team_hash_image': '6351592b5508122def76d094440f181d274cf708e67b171969cc85ff2ac49f9d'}, {'wins': 10, 'points': 23, 'matches': 16, 'team_id': 47455, 'position': 2, 'team_name': 'van Barneveld R.', 'scores_for': 98, 'scores_against': 74, 'team_hash_image': '7f746061efeeedab7ae4ca7c934d0a28bafe5fb02cc111789eae6e51670f07c8'}, {'wins': 11, 'points': 24, 'matches': 16, 'team_id': 1810, 'position': 1, 'team_name': 'Van Gerwen M.', 'scores_for': 102, 'scores_against': 68, 'team_hash_image': 'e5281230fc54252da40c3c86448cda06e2b5d422669f501044d58d18aec97b06'}]"
81522,11433,total,Group H,15882,Grand Slam of Darts 2019,3295,Grand Slam of Darts,fa83813e76b193d7b48aeb9f88d41a81d428f12497c799ab14f2b8dda43de641,"[{'wins': 0, 'losses': 3, 'points': 0, 'matches': 3, 'team_id': 47459, 'position': 4, 'team_name': 'Schindler M.', 'scores_for': 8, 'scores_against': 15, 'team_hash_image': 'e786b68207f3f578256fe4bb37b456835ac5b92092c44e1cdde04172a4849eb9'}, {'wins': 1, 'losses': 2, 'points': 2, 'matches': 3, 'team_id': 2503, 'position': 3, 'team_name': 'Aspinall N.', 'scores_for': 6, 'scores_against': 10, 'team_hash_image': '1d367b1fad0e1dd324ec1702bb03b3d339199e796563a075988207e26a4b928b'}, {'wins': 2, 'losses': 1, 'points': 4, 'matches': 3, 'team_id': 1962, 'position': 2, 'team_name': 'Durrant G.', 'scores_for': 13, 'scores_against': 9, 'team_hash_image': 'bf35ef7ab47bb4ae2c3c9167d1d8cf773c3a7b50d9c05300c3857e918d79aba7'}, {'wins': 3, 'losses': 0, 'points': 6, 'matches': 3, 'team_id': 2093, 'position': 1, 'team_name': 'Smith M.', 'scores_for': 15, 'scores_against': 8, 'team_hash_image': '7f48531f7f5c9a025bfe2de4398e28a3774de16710fd5be3097641a9bc74d229'}]"
